Name	logFC	logCPM	LR	PValue	adj.p.value
1	GPSM1	-1.06510504999923	2.95710351695057	39.2455958089386	3.73710383904518e-10	2.69158675500831e-07
2	CTTN	-0.937216790045497	3.17133431428476	37.0004141623801	1.18104157327271e-09	7.27162837906797e-07
3	PFKL	-1.14867881105742	3.64399020696873	36.6924808257159	1.3831189327458e-09	8.25553888945815e-07
4	AP1B1	-0.805511066205783	3.39540106898603	36.0412564196262	1.93183685112866e-09	1.06482650108002e-06
5	PLXNB1	-0.697808815386742	4.00417975504335	35.821943902726	2.16199033381078e-09	1.1737217372525e-06
6	SLN	1.2150438616326	2.39537120018154	35.2437938848321	2.90907653585576e-09	1.50374202656066e-06
7	PTPRU	-0.669826194219435	4.23688030329759	32.5866098755013	1.13997430848274e-08	4.33651846538494e-06
8	KLF9	1.29778527072738	2.25663460875802	29.8203452125459	4.73991692025161e-08	1.34757085389311e-05
9	RASGRP3	0.577248065371682	4.05360396655924	28.8932945370275	7.64772074466461e-08	1.96252140296874e-05
10	PAK4	-0.809556961598413	3.54802433653404	28.6419174864974	8.70766809073791e-08	2.18267499346374e-05
11	SCRIB	-1.09152171751779	2.73875263116389	28.3955879295743	9.88904257910502e-08	2.43362805246836e-05
12	MTG2	-1.00584955433609	2.68796623421237	27.3752847838281	1.6755912751619e-07	3.67931917504301e-05
13	POLD1	-1.0161741571435	2.836966901669	27.2588725193884	1.77956640144437e-07	3.82978996374586e-05
14	TACC3	-1.08971262274301	3.15524316249388	27.0148036874293	2.01903228703185e-07	4.21092959709433e-05
15	KMT2B	-1.13474146994526	2.67591403795987	26.5829949130956	2.52456076901244e-07	4.97702413650108e-05
16	SLC19A1	-0.778256274629603	3.76020025177212	26.257130924155	2.98849287853557e-07	5.68418711501039e-05
17	COL13A1	-0.563938412244119	4.1086672081305	26.2312488296395	3.02881494218857e-07	5.74066705753233e-05
18	GPR56	-0.664832226225356	4.13993192213306	24.1084067021995	9.10618884473814e-07	0.000134765357786477
19	ITGB4	-0.701610833452615	3.89651154355121	23.8642530275735	1.03373633296729e-06	0.000148714877783365
20	MAEA	-0.743439990335479	3.48651935798119	23.6866371867877	1.13366971732125e-06	0.000159681887758541
21	PCNXL3	-1.06008500223961	2.81668266684928	21.374589054796	3.77744710755926e-06	0.000401669781757052
22	CAPN5	-0.610636381775216	3.304174263518	20.4869979469795	6.00377022162109e-06	0.000562188661810426
23	PK	0.736647267742157	2.7981541556513	20.3549667770184	6.43259057876309e-06	0.000591254797713444
24	INPP5A	-0.683518157094034	3.50699783594021	20.3416652845035	6.47746164649975e-06	0.00059354755638643
25	TMEM134	-0.881527570635334	2.15896387809472	19.3800812012532	1.07118515226282e-05	0.000853432801804674
26	CLPTM1	-0.949642489197817	3.1027263396254	19.2982275129221	1.11810096627553e-05	0.000879141469371008
27	TP73-AS1	-1.05047996781161	2.03346606635551	19.0504144366364	1.27310122135905e-05	0.000962487686840619
28	ANKRD11	-0.531543794821366	3.73983497624045	19.0326872485294	1.28498296326449e-05	0.00096943529634273
29	PPP1R26	-1.42993494750026	1.3431074404956	18.9726119350004	1.32608319618103e-05	0.000994194296317956
30	ALG12	-1.14564422376006	1.93080434688909	17.8466663162949	2.39438370899374e-05	0.0015039374651229
31	PRSS50	-1.12678389964656	1.54121784295085	17.5926838325061	2.73639063757314e-05	0.00164877837440164
32	KAZN	-0.572969146458957	3.42447554054775	17.2768729169046	3.23095436689643e-05	0.00185569460408111
33	ALDH3B1	-0.879527178773125	3.12958853563969	17.2644878120677	3.25208318578339e-05	0.00186485566335514
34	CLPTM1L	-0.643482912135214	3.60477134058134	17.1862741351411	3.3887602259233e-05	0.00191923228869972
35	ATG4B	-0.76350033939948	2.77986188580241	16.9643122833349	3.80890867211442e-05	0.00208457673957387
36	LINC00116	1.09405527962851	1.38036078352157	16.765755562202	4.2289643231975e-05	0.00225506495881857
37	CC2D1A	-0.726055629604135	2.35359080621528	16.5871812262088	4.64640145166481e-05	0.00241798642018597
38	ATP1B1	1.60292827576685	0.717361912258138	16.4591424814827	4.97098749356902e-05	0.00252725004173049
39	TMEM88	-2.61326983822163	-0.387746447246024	16.1880643758116	5.73543538200663e-05	0.00278351049957474
40	MIR3936	1.40429071726347	0.795866287505575	16.1787492979501	5.76370890201842e-05	0.00279140744683153
41	ARHGAP22	-0.422653405121481	4.84715091380177	16.1488428008075	5.85543328755252e-05	0.00281402017446947
42	SART1	-0.789217474533409	2.47684497028995	15.9860495252669	6.38109663543676e-05	0.00299829876435987
43	KLF6	0.799439548363699	2.82202754894259	15.9813153994934	6.39707377410052e-05	0.00299829876435987
44	AMDHD2	-1.55673640730595	1.08397082105242	15.900599787044	6.67575580579651e-05	0.00309093359948219
45	GIGYF1	-1.04028231598585	2.09336365918141	15.8985152179619	6.68311260355736e-05	0.00309212021466946
46	DNAJC11	-0.631875599836547	2.9059861194352	15.8966996617458	6.68952665303746e-05	0.00309376289366825
47	RGL3	-0.599521069764899	3.10343076016042	15.579951233194	7.9088763256893e-05	0.00346767635489385
48	TPRN	-1.21329871640264	2.21029750552691	15.5709987419678	7.94641356365632e-05	0.00347815975462226
49	RP11-61I13.3	-0.991086242638945	1.86593254062785	15.5237696079642	8.14742988444566e-05	0.00354065803526182
50	ARID3A	-0.898683374876804	2.83156242238811	15.4111316287851	8.64773720342698e-05	0.00369084354914264
51	KLHDC9	-1.02490993973691	1.52206015679556	15.073908860017	0.000103382396303064	0.00417373586868518
52	TIE1	-0.524955569957855	3.59181101008558	14.9472370517029	0.000110559845440171	0.00437201057911012
53	EGLN2	-1.10056795534618	1.46468082892532	14.8382025265152	0.000117138480753417	0.00454890573982581
54	ANKRD54	-1.23983411730704	1.41996129056138	14.7024392768517	0.000125883458520041	0.00476017481316508
55	UBE2I	-1.15726030810242	1.77303056911226	14.4011012656043	0.00014771589859252	0.00531034354528101
56	ANKS3	-0.80641316088646	2.98107248066674	14.3723044406219	0.00014999228263387	0.00535860325871368
57	PEBP1P2	-0.967163126126743	1.36680758997464	14.2694575819191	0.000158414601164116	0.00558197046208915
58	CDK12	-0.615913002532437	3.2038034841309	14.0179066927397	0.000181077951575113	0.00609241871641773
59	C15orf59	-1.05346669760216	1.81466044870384	13.9005333259514	0.000192743768357465	0.00632727833925819
60	GLTSCR1L	0.790750451342807	2.56594937499199	13.6936032172349	0.000215186197470338	0.0068275009819994
61	PEAR1	-0.694656729999448	3.11431829005547	13.5033309754787	0.000238140358457799	0.00731934384807633
62	CABIN1	-0.519342327271322	4.05486565079616	13.4558593852755	0.000244242192536753	0.00743706461970352
63	MARK4	-0.542411618434272	3.63319802534702	13.3402682768611	0.000259767183428319	0.00776749174140007
64	ZNF879	-0.957817632127697	1.24185392110084	13.3070681178309	0.000264407486603963	0.00786038107998078
65	CHD4	-0.572668764712975	3.3195043245393	13.263481247588	0.000270626618595702	0.00796087292543866
66	UNC119	-0.877957306907142	1.81255067453667	12.8554491290068	0.000336497934187453	0.00925297723478642
67	FARP2	-0.404777475141149	4.28406162016877	12.8473369890673	0.00033795986291642	0.0092739379705805
68	SNPH	-0.754433766525082	2.27953068544985	12.8071724583019	0.000345293028650498	0.00940974414973627
69	FXR2	-0.777040416753029	1.93679059221191	12.7023653422141	0.000365193348831009	0.00973443460176612
70	ZNF345	-1.22748911223991	0.593523946393171	12.3628283462388	0.000437966700577001	0.0109832248135646
71	CSPG4P13	-0.811589800450012	2.25156404012552	12.3002560630784	0.000452896155054154	0.0112298912350873
72	NKAP	-1.06200149804812	1.39114087350024	12.0821599276758	0.000509065878632098	0.012143452682252
73	LMNB2	-0.936984094160048	1.68466637036048	11.9808233971193	0.000537508281343853	0.0125746442561678
74	CANT1	-0.623562416010919	2.91043387073573	11.6845820469635	0.000630201411700704	0.0139458847835079
75	HIC1	-0.939310022586936	1.86342379172411	11.6593638358776	0.00063880181699848	0.0140727883971107
76	POPDC3	0.928882477719814	2.05756630533497	11.4453311168902	0.000716738601408063	0.0151888691257591
77	NINL	-0.496649798952066	3.92806290436332	11.3836151169772	0.000740947732557136	0.0155343078375335
78	FLRT1	-0.978633879859326	1.75752476540228	11.3711447463996	0.000745938903873978	0.0155875260116103
79	NPR1	-0.780762488055472	2.0211389901675	11.3304183974173	0.000762477199862769	0.0158222079224021
80	MSANTD1	-0.870824468264894	2.445605617102	11.2915103832201	0.0007786231208925	0.0160256332378779
81	FASTK	-4.59684792466346	-1.71808454217077	11.2774248376335	0.000784553101494889	0.0160955553209268
82	MLIP	0.63143134477781	2.4462219946458	11.2541812444204	0.000794438567415313	0.0162366951628289
83	IL4R	-0.495486392935538	3.15845500881814	11.1631570902294	0.000834378117906688	0.0167398586804378
84	SOX13	-0.525137701253032	3.56345938951792	11.0940380969918	0.000866056938701349	0.0171493262159592
85	GNPTG	-4.00306350109446	-1.27199140006065	11.0483245951163	0.00088767379246648	0.0174553764414118
86	IPO13	-0.640161648913129	2.55993950602911	11.037319376731	0.000892958865940021	0.0175242163636385
87	RP11-388M20.9	-0.882932798473001	1.29242431849053	10.9678919822692	0.000927041566710617	0.0180131179243852
88	ACSL6	-0.393515072559108	3.80357295334155	10.9428710324706	0.000939644529573238	0.0181661643964623
89	CALM3	-1.87315422483791	0.719697148776453	10.8557121110572	0.000984914814150647	0.0187597447014748
90	GRM2	-0.745853915286559	2.43359151517479	10.7195968913067	0.00106006764435372	0.019721785424101
91	APEH	-0.864956765231762	2.10081896407005	10.68269881442	0.00108142174844479	0.0199745937071692
92	SYNGR1	-0.655229489547465	2.27784095685457	10.5766453476588	0.00114525292391397	0.0207980164120097
93	POFUT2	-0.557282315716222	2.91485612107025	10.511304394047	0.00118646474449329	0.0212605272302757
94	SLC8B1	-0.576632443920636	3.2005321416617	10.496298435703	0.00119613928382933	0.0213842309330634
95	LINC01489	0.921418985894468	1.36562808889337	10.4081515081573	0.00125460266067236	0.0220499428088073
96	ITFG2	-0.524129950623359	2.98314497514362	10.2907930480913	0.00133695616915566	0.0229982700783784
97	RBM10	-1.10098417857056	1.30569925761218	10.2878164339527	0.00133911463660791	0.0230184963828059
98	SDK1	-0.382611612468947	4.12136200072183	10.2649571586607	0.00135580885743057	0.0231984177878542
