Name	logFC	logCPM	LR	PValue	adj.p.value
1	ZBTB21	2.02584297275082	2.1525661550513	64.7277343031174	8.59958898571126e-16	7.92828357051417e-13
2	TPM4	1.3483539571224	4.16783724688755	40.4549758239414	2.0119940324212e-10	6.9020753423826e-08
3	NRIP1	0.49313772830044	6.24930018055571	38.1587958253049	6.52151010701574e-10	1.91179206050268e-07
4	GADD45B	2.62018562346825	3.9134702398815	32.4531819962979	1.22098868875296e-08	2.68817972355148e-06
5	ZFP36	2.03958322017398	6.00242401581366	29.4472923844667	5.74582575078808e-08	1.00900804345089e-05
6	IER5	1.15197018609876	6.1207102756283	26.6074727946238	2.4927771563357e-07	3.2831210565275e-05
7	KLF10	0.883819930862256	6.666754627802	23.7825955628902	1.07853301678457e-06	0.000115285800946299
8	ENC1	-0.974625053793333	2.62584404606367	23.061397647768	1.56909565088334e-06	0.00015962572376676
9	RIT1	0.82761283002937	3.19000038030947	22.3292785158527	2.29677978241078e-06	0.00022006377509508
10	DMD	0.379861300311057	8.06862027209436	19.4663715807505	1.02386467039822e-05	0.000782540298085188
11	C1orf132	-0.605892261497183	6.02931081223614	19.0214970460334	1.29254052786669e-05	0.000921075619640657
12	NES	0.594245770962379	6.18136762402014	18.7733645495422	1.47208733290874e-05	0.00102428114376117
13	HSP90AA2P	0.449073851823184	5.56930541510908	16.9217823804605	3.8952029397779e-05	0.00233882164850193
14	KLF6	0.628183759841137	5.14739242209467	16.4809957986072	4.91401672250645e-05	0.00282049263321761
15	MXD1	0.805033788720911	3.46103117577726	15.2813584263882	9.26261150261932e-05	0.00484513412323183
16	RC3H2	0.446901064656534	5.02121466701435	14.3204525880972	0.000154180611010648	0.00740820258312072
17	KIF1B	0.293975519099369	9.53943567523559	14.1247270538987	0.000171080050423652	0.00801143436126761
18	UBR3	0.316714894938247	8.21597635595183	13.870333285937	0.000195865956848284	0.00878181984641044
19	TSC22D2	0.413146176249985	4.41893490243353	13.8156871291887	0.000201645567984421	0.00899261502471751
20	TNPO1	0.417085264899402	5.73626922554625	13.3348644046782	0.000260516838114063	0.0109483871197167
21	ID1	0.899074817554779	4.50531064925238	12.9795770677337	0.000314907092634423	0.0126228112050282
22	ULK3	-0.341643269601665	5.09482201597358	12.6561946326978	0.000374323332413028	0.0144168236982365
23	FAM136A	-0.394501785046795	4.24790505054793	12.3473066688683	0.000441623142024677	0.0163267743559048
24	HERC1	0.291896594490812	7.66404834029833	12.0671541840899	0.000513179771025556	0.0184182841907493
25	ARHGAP1	-0.485721922407823	3.94125697239365	11.9567539680227	0.00054449646691722	0.0189878661548367
26	MKL1	-0.466709814364425	3.62981030565103	11.718178607078	0.00061892502478949	0.0203789353586379
27	SFXN5	-0.464964955929267	3.80187799361019	11.4636790943693	0.000709696573486891	0.0226591215672062
28	AQP1	0.356711837118003	6.275386584333	11.2802726084024	0.000783350527327276	0.0244813636199251
29	LRRC66	-0.658501171510516	3.07982868375063	11.1779637901702	0.000827745642112307	0.0255976435362655
30	AMER1	0.657497375178778	3.24348640904433	9.97435157108136	0.00158735887778371	0.0392985353704774
31	NHSL1	-1.69775579945744	0.223271864529457	9.96605443225891	0.00159452830948056	0.0393984708427936
32	AMDHD2	-0.809923594990828	1.83812346446781	9.87073925532817	0.00167928022329416	0.0404095637419447
33	GGT5	-0.7385255988075	1.92715749034693	9.83918806929477	0.00170832885156746	0.0409748925032057
34	HMGN3	-0.291765307681818	5.14004150390118	9.58930197011848	0.00195714336571069	0.0451796898084481
35	PCOLCE	-0.596652331741294	2.66803303476583	9.39139243556539	0.00218006562689022	0.0486507534981205
36	FOXN3	0.288098911396841	6.9256007735665	9.27279730855909	0.0023258221961146	0.0508269677257576
